No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
864,양희상,남성,167.6,63.8,B형,19901109,010-8366-7140,aws4bbj36mtaw,daum.net,불교,하나은행,168-046328-00767,4
866,김훈희,남성,175.6,67.9,O형,19471209,010-2964-9534,qnub6otphbe7z,daum.net,불교,NH농협,522-2926-090-80,2
867,이지서,남성,170.1,66.8,B형,19521118,010-7131-8857,s3axqxx685ob,gmail.com,무교,수협중앙회,0403-5090-1735,6
870,진영용,여성,160.7,52.7,B형,19850519,010-8847-9828,dejky4qret,naver.com,불교,기업은행,373-618846-36-630,2
872,김지택,남성,172.2,70.0,O형,19680531,010-4018-4896,w60zcobqi,daum.net,무교,국민은행,559894-29-075662,9
876,김희준,남성,171.3,71.1,O형,19800927,010-5843-1521,bcfdu29iu,naver.com,무교,한국씨티은행,366-909466-058,1
877,김협지,여성,153.8,56.2,A형,19900420,010-0580-5352,odr528jmqrlar,yahoo.com,무교,외환은행,487-188721-370,7
878,조지성,여성,166.1,58.0,B형,19920817,010-2658-2454,bqexh1,gmail.com,불교,외환은행,253-245537-585,7
879,김지정,남성,167.7,61.5,AB형,19801019,010-3681-9121,sszc68,naver.com,무교,NH농협,350-5352-667-48,4
881,최훈현,여성,152.6,55.8,AB형,19590818,010-0078-8764,ob3nx1g,gmail.com,불교,국민은행,822366-94-538840,6
884,이진훈,여성,160.0,52.7,AB형,19560616,010-7078-7628,jya5dvxxby3,yahoo.com,무교,신한은행,736-271-169483,3
885,김현성,여성,154.0,50.8,B형,19481215,010-4963-7653,bssdxnv8nhxpm,daum.net,무교,기업은행,380-290248-98-904,2
886,박훈정,남성,165.8,64.4,O형,19890817,010-6291-8084,nmz3wge7g1x7,yahoo.com,불교,신한은행,441-797-429814,8
893,한준상,남성,167.8,67.1,A형,19681025,010-2716-9120,qeg3h1x8,daum.net,불교,스탠다드(제일),125-43-577446,3
899,김상준,여성,155.8,54.7,AB형,19710923,010-2477-6304,wfpddy94,gmail.com,무교,NH농협,662-6655-206-11,6
901,김지영,남성,174.6,64.3,B형,19910422,010-5665-4447,cx3cnwijhrn,gmail.com,무교,NH농협,197-2153-938-50,1
908,한영협,여성,150.0,51.2,AB형,19780208,010-8206-8434,p88yhz6k,gmail.com,무교,한국씨티은행,299-952456-515,5
909,주훈용,남성,168.4,70.8,B형,19811030,010-0903-9015,um29yp,gmail.com,기독교,스탠다드(제일),949-57-919411,9
915,엄준영,여성,155.3,62.8,B형,19961104,010-8221-9000,hv36rv0xbeft,daum.net,무교,새마을금고,5-08867931538-7,6
919,이지정,남성,167.4,72.3,A형,19950113,010-2394-8242,ngdk0bs7,daum.net,불교,기업은행,396-100549-92-371,5
922,김남성,여성,159.9,52.1,O형,19530120,010-9713-8340,krsvnp5sqit,gmail.com,불교,국민은행,146239-10-359010,6
926,박협석,여성,155.5,50.5,O형,19920223,010-6249-2713,vxwhrfmrgg,daum.net,기독교,기업은행,369-685117-61-893,1
930,신용서,여성,159.6,52.5,O형,19520425,010-3122-0303,oprh9ia,gmail.com,기독교,우리은행,4741-501-446531,1
946,우협은,여성,155.3,52.9,A형,19951010,010-5934-9527,qtb1mojj,daum.net,무교,수협중앙회,1135-7695-2320,6
948,신덕훈,여성,161.1,58.6,AB형,19760904,010-7292-1702,iu5bypl,naver.com,무교,기업은행,319-263791-83-701,9
951,신협상,남성,158.5,63.2,O형,19861101,010-7525-6734,ic5gkwuanjb,naver.com,무교,수협중앙회,0627-1988-9931,1
952,장희상,여성,166.7,58.2,B형,19800131,010-7691-6978,jidgrm,gmail.com,불교,기업은행,133-734192-40-433,5
958,구용지,남성,175.3,63.1,O형,19931124,010-0273-3945,e9792yfj,gmail.com,무교,우리은행,1002-037-190556,7
960,박정상,여성,158.3,52.4,O형,19570128,010-5378-8647,kpzjl5noiz,daum.net,불교,수협중앙회,0165-3121-1017,5
963,최준진,여성,157.0,50.8,O형,19520414,010-9323-7052,c1un8pf,gmail.com,무교,한국씨티은행,054-765611-666,7
964,오진훈,여성,169.3,57.1,O형,19770301,010-8280-8702,lslais9w7h0,yahoo.com,무교,우리은행,5400-073-514674,3
966,서협우,남성,177.6,65.1,A형,19810403,010-2360-9172,gmtren62l6,naver.com,무교,스탠다드(제일),616-81-033693,5
967,박훈희,여성,151.9,58.7,A형,19840102,010-5559-5320,p3bjhxvi,gmail.com,불교,외환은행,550-950300-391,2
977,하성택,여성,149.8,57.4,A형,19610316,010-7647-2954,fwl3etdfit,naver.com,무교,새마을금고,5-14221655941-0,4
985,우석준,남성,163.0,65.6,O형,19880827,010-3359-3772,t58x0vf,gmail.com,무교,NH농협,421-5713-133-82,2
990,박영상,남성,173.9,69.3,AB형,19850411,010-7025-1268,uyl5yzu1bu7m,gmail.com,무교,NH농협,319-9420-300-14,8
997,김희진,남성,172.5,65.5,A형,19790418,010-8543-2713,zpq81q2fils,daum.net,천주교,하나은행,446-057606-33336,1
1002,박상우,남성,165.7,66.1,B형,19481010,010-7749-7461,bqpx4g,daum.net,무교,외환은행,899-683670-586,4
1003,우지용,여성,157.8,57.3,AB형,19640728,010-1581-0236,d6wja91w9xfl,daum.net,기독교,수협중앙회,7117-4639-9076,9
1004,최영성,여성,154.9,57.2,B형,19900717,010-6783-5955,a09efritfozj,naver.com,기독교,기업은행,297-305995-44-354,1
1007,이석우,여성,157.3,49.0,O형,19670613,010-2651-6990,ahhcul4mu1m,yahoo.com,무교,스탠다드(제일),554-11-237841,5
1010,임석우,남성,175.5,65.9,B형,19690313,010-8984-9927,nyvth3onaimc,daum.net,기독교,하나은행,549-181321-53746,3
1011,박성협,남성,182.0,64.9,O형,19910129,010-0536-8288,zycrwe7m3pdn,naver.com,기독교,국민은행,750159-60-834376,6
1016,최종진,남성,169.9,60.6,O형,19671025,010-3416-8165,hawuc23qv,yahoo.com,무교,NH농협,427-0193-038-60,3
1022,추준서,남성,174.7,74.7,AB형,19730817,010-1499-2836,yjl96ij,naver.com,기독교,국민은행,908127-21-957916,8
1026,박서우,여성,158.6,46.7,A형,19560407,010-8158-5208,l20bk9i3,yahoo.com,무교,우리은행,4218-493-719887,8
1029,윤현우,남성,163.6,66.6,O형,19490203,010-2279-5545,txkn0kfqx1,yahoo.com,기독교,수협중앙회,7797-7504-8098,8
1039,배우택,남성,173.1,58.2,O형,19920402,010-4476-5255,ae4peffl3s,naver.com,기독교,신한은행,596-397-431670,5
1044,김영서,여성,154.4,51.1,B형,19470301,010-2488-2574,hbveb4wq,naver.com,기독교,새마을금고,5-41523876616-6,3
1052,차종우,여성,157.3,59.8,AB형,19920828,010-3197-5874,zg993pbx4u,naver.com,불교,NH농협,482-9219-240-46,5
1054,오남상,여성,151.3,57.5,AB형,19950720,010-8789-2506,gy8lnpc,daum.net,불교,한국씨티은행,635-799683-833,9
1055,오상준,여성,158.9,50.4,O형,19690915,010-0891-3317,dcduvpu5,naver.com,천주교,한국씨티은행,107-002093-555,2
1058,김성현,남성,165.1,65.0,B형,19560803,010-4578-4571,gsz2li,gmail.com,기독교,새마을금고,4-72866404655-8,5
1065,서서상,남성,164.4,68.4,A형,19660624,010-5483-6668,jr599lqnnx1b,naver.com,불교,외환은행,401-232379-217,7
1069,김지훈,남성,160.9,64.9,AB형,19840108,010-2749-4394,gmhs7w,daum.net,무교,외환은행,481-887785-124,8
1072,김현택,여성,161.0,50.4,O형,19640427,010-6550-6041,w4tfzpbm,yahoo.com,기독교,우리은행,9086-062-815245,5
1073,안남지,여성,154.4,54.3,A형,19860210,010-8978-2005,fa57f3bxih6tc,yahoo.com,불교,외환은행,666-028072-521,2
1076,김용서,남성,167.5,68.6,AB형,19531211,010-4915-7589,sadkz2q8,gmail.com,무교,하나은행,881-103834-08375,9
1079,김종현,여성,156.8,56.6,A형,19960708,010-9822-3725,q1pfccuc5y7h,naver.com,기독교,국민은행,809339-65-970098,6
1082,권남진,여성,154.7,53.1,B형,19610919,010-6691-6558,ihd2hk,naver.com,무교,수협중앙회,5508-4819-5637,1
1093,김남준,여성,167.2,61.6,A형,19820516,010-5860-8488,xccyf3p9wwo,naver.com,무교,신한은행,672-057-885928,3
1097,김훈준,여성,149.1,56.2,B형,19460130,010-7021-0624,yjthkn6mkw4m,yahoo.com,무교,외환은행,833-680258-713,9
1100,이상서,남성,171.4,64.5,A형,19881115,010-0143-7926,zk5sur,naver.com,기독교,하나은행,182-905331-78737,6
1103,정훈성,여성,159.3,59.4,A형,19781014,010-1753-1029,jaez321hg,yahoo.com,기독교,NH농협,529-8002-213-63,3
1105,정서상,남성,170.8,57.5,O형,19920717,010-5970-0816,z5f6wzvdc,daum.net,무교,NH농협,329-4760-429-27,3
1109,임지은,여성,164.6,53.8,O형,19790405,010-3902-5430,fvkwumml4,daum.net,무교,하나은행,198-285288-41833,7
1118,류지훈,여성,163.4,55.8,O형,19750609,010-5546-4923,mq44h1z2c7,daum.net,불교,신한은행,835-059-887434,5
1120,김택정,여성,149.5,60.7,B형,19700207,010-2837-6609,umgvm36wdilxy,naver.com,무교,신한은행,767-264-478146,5
1121,김은준,여성,163.9,51.0,B형,19530728,010-7572-9996,h32lpq011,yahoo.com,불교,스탠다드(제일),657-46-035697,9
1123,김서택,여성,161.3,62.3,A형,19660728,010-1486-1939,j6t1jtql,naver.com,불교,우리은행,6350-320-836525,3
1127,권우종,남성,164.0,67.5,AB형,19920721,010-1236-4410,v8yr0j,naver.com,무교,수협중앙회,2226-0679-9085,2
1131,하성지,남성,173.9,70.0,B형,19901018,010-0386-3202,flj1zzyj1w60,gmail.com,불교,스탠다드(제일),412-98-555004,6
1137,한협상,여성,156.7,63.0,O형,19680914,010-7008-3320,s4h1atd95nhp1,yahoo.com,무교,우리은행,7547-315-820971,7
1140,노상희,여성,153.4,50.6,A형,19780407,010-4638-5832,bua8oxd97qjmh,naver.com,무교,국민은행,584133-29-485275,6
1143,장진덕,여성,157.8,52.3,AB형,19770326,010-3794-7411,zzzhhpa53v201,gmail.com,기독교,한국씨티은행,162-974944-826,1
1145,우상용,여성,153.0,58.1,B형,19851011,010-4566-8215,hdqz1uhqtb,yahoo.com,기독교,NH농협,120-2401-253-10,2
1151,배우준,남성,169.6,63.9,A형,19820928,010-5682-4059,acjtur5necx,daum.net,무교,우리은행,9982-553-304448,5
1156,문지현,여성,155.9,51.1,A형,19661205,010-8153-3915,f314yvhkp0y,daum.net,무교,수협중앙회,2766-9006-0805,8
1164,김지희,남성,167.2,66.4,AB형,19940702,010-4499-8202,s7kk9et23j,yahoo.com,기독교,NH농협,834-6570-594-14,3
1166,박덕종,여성,153.9,55.0,A형,19590315,010-9527-1127,zq8patu,daum.net,무교,하나은행,528-482949-21629,9
1168,고상준,남성,171.0,67.0,O형,19660910,010-3605-9070,dihilo2zr2dm,daum.net,무교,신한은행,565-155-616994,5
1172,김준덕,여성,165.3,52.3,AB형,19861216,010-6310-9316,a0cl2dej,yahoo.com,무교,스탠다드(제일),465-97-808981,9
1178,김정진,남성,161.9,72.8,O형,19490314,010-5216-0178,w35var12rg,naver.com,천주교,국민은행,261373-74-591562,1
1179,오영은,남성,174.9,71.6,A형,19521207,010-3870-0333,e3uywrx,yahoo.com,무교,NH농협,399-1426-360-11,9
1180,김용정,남성,164.3,62.8,A형,19520316,010-0847-9590,gt21fa2,yahoo.com,무교,외환은행,440-891478-558,8
1191,배택성,여성,156.4,57.5,B형,19940302,010-7514-9685,erb7lpf,gmail.com,기독교,우리은행,2524-314-507359,3
1192,김희택,여성,154.3,50.0,B형,19501114,010-4138-8692,qskft6,yahoo.com,무교,신한은행,996-825-101975,5
1193,주훈지,남성,163.0,66.4,AB형,19570723,010-2156-2293,yihzdrq0,yahoo.com,불교,스탠다드(제일),184-00-240256,8
1195,이우지,여성,151.8,58.2,A형,19961220,010-0983-5609,nv0uwki16f,gmail.com,기독교,외환은행,750-215065-133,2
1198,김지훈,여성,156.5,56.7,B형,19580321,010-6413-8672,y6y68joxn,naver.com,불교,신한은행,508-695-741596,1
1201,홍서상,여성,145.5,53.3,A형,19750222,010-2209-4105,uvzj9aogtazz,gmail.com,천주교,신한은행,913-191-024135,9
1204,이서상,여성,164.0,59.0,B형,19470203,010-6977-8555,olv2bb0gvxl4c,gmail.com,천주교,수협중앙회,1571-3174-7327,8
1215,이협용,남성,172.6,66.7,O형,19680415,010-3292-1963,xl3mydev11,yahoo.com,무교,기업은행,987-931869-85-134,4
1219,김진종,남성,157.4,65.7,AB형,19771014,010-2473-6909,qcl6q13pxyx4,yahoo.com,무교,우리은행,3989-508-119853,8
1228,장정준,여성,155.2,51.2,A형,19780708,010-5195-5568,pem2855735,yahoo.com,무교,외환은행,123-571848-299,1
1229,백남정,여성,154.9,56.9,B형,19541116,010-9268-1053,feu4m2q,naver.com,무교,스탠다드(제일),993-90-286400,8
1232,김현상,여성,153.3,53.3,A형,19630203,010-2554-0587,e00tp9dfc3,naver.com,불교,수협중앙회,7539-5779-7082,2
1238,전은현,여성,151.7,55.0,A형,19610103,010-4511-5450,e3qd7m,daum.net,불교,NH농협,187-4921-528-76,2
1242,오지용,여성,153.5,50.5,O형,19490517,010-8320-1564,hx4d30psw3aud,yahoo.com,불교,한국씨티은행,628-429035-897,4
1244,신영훈,남성,169.7,68.3,O형,19691005,010-3331-9486,qjkfijju,yahoo.com,무교,한국씨티은행,337-799709-935,4
1255,이남덕,여성,155.4,54.8,A형,19630509,010-5660-8567,zz4trpb,daum.net,불교,기업은행,574-131270-64-323,2
1263,두덕훈,남성,162.5,68.7,A형,19591201,010-3948-7046,retktqohh,gmail.com,무교,한국씨티은행,087-280478-167,5
1264,최남은,남성,167.9,66.9,A형,19831111,010-5967-6043,qmrkfe71x,naver.com,기독교,수협중앙회,0561-6707-9767,1
1270,김진현,남성,171.7,68.9,B형,19520508,010-0558-3304,g28clqp9sfg,naver.com,무교,신한은행,873-283-912580,1
1274,김석훈,남성,171.4,70.8,B형,19860915,010-4582-1818,bkvrzdaqjk,naver.com,기독교,외환은행,744-595055-687,3
1281,김성희,여성,153.8,56.3,A형,19730206,010-8543-6500,nh73a98m6jc,naver.com,무교,하나은행,800-367640-24853,1
1285,이훈준,여성,155.5,46.7,O형,19781108,010-7766-7987,fzbsldzlscs2,naver.com,무교,신한은행,537-193-132409,5
1286,김준덕,남성,166.8,71.7,A형,19560222,010-8562-0208,x632acx,daum.net,무교,수협중앙회,3597-8821-0101,7
1291,류정우,여성,156.0,53.8,B형,19781222,010-0180-7286,twoirb,daum.net,무교,국민은행,544246-24-775959,9
1294,나영준,여성,162.0,49.9,A형,19960125,010-1139-7190,cgxriprb,yahoo.com,무교,신한은행,315-455-321791,3
1297,최준진,남성,167.4,58.7,O형,19821202,010-7356-8729,ola07341j,yahoo.com,무교,기업은행,228-020021-42-338,8
1301,박지석,여성,146.6,61.9,A형,19871014,010-2973-0585,balnh9u0,gmail.com,무교,NH농협,774-9826-426-47,3
1304,백석덕,남성,169.3,69.3,O형,19871217,010-7942-4914,sw30onovh,gmail.com,불교,NH농협,136-8046-591-46,5
1306,한성종,여성,159.0,54.6,B형,19690103,010-7929-1361,rldr418,naver.com,무교,하나은행,293-802130-72042,1
1310,정준현,여성,154.7,53.6,A형,19810929,010-9211-1538,awihst,daum.net,무교,우리은행,8133-712-112651,4
1312,이은택,남성,171.8,62.4,O형,19641130,010-4646-0528,lb5jia15khz,gmail.com,무교,신한은행,812-051-740521,8
1318,정서은,남성,169.7,61.7,B형,19490320,010-0532-9502,hfdliv,yahoo.com,불교,외환은행,851-594470-199,3
1320,박석종,남성,175.5,60.9,B형,19541201,010-1145-4985,r12rm8l7ofrq,gmail.com,무교,스탠다드(제일),630-29-982843,1
1322,윤택영,남성,178.2,64.7,AB형,19610913,010-9046-1733,yqkm42o,gmail.com,불교,새마을금고,9-23221602974-7,1
1323,이상남,여성,145.9,53.2,O형,19510126,010-5303-6388,ng5xh6uu,yahoo.com,불교,외환은행,864-565516-582,7
1327,오택종,남성,169.4,73.4,A형,19920315,010-1377-6169,glitwr,naver.com,무교,기업은행,557-444467-03-785,4
1329,변정현,여성,155.1,52.6,O형,19890710,010-8867-9837,ufisi26ytiq,yahoo.com,무교,우리은행,2315-927-970755,6
1332,김택훈,남성,180.8,63.5,A형,19510418,010-0296-1641,yyq4bdqumi9q,gmail.com,무교,새마을금고,2-64635825299-5,4
1337,조지택,남성,169.2,68.3,O형,19581225,010-0814-0928,efsxfydl,yahoo.com,기독교,새마을금고,8-03083053009-2,2
1344,원석협,여성,152.1,56.9,AB형,19681025,010-8530-0132,vvz435pm77d,naver.com,무교,수협중앙회,0764-6491-5191,1
1351,남지준,남성,173.4,62.5,B형,19521219,010-2899-2313,i3odk84e,naver.com,기독교,신한은행,079-602-284079,4
1352,서우상,남성,175.4,56.7,B형,19580826,010-9749-2089,htm551wclmb,yahoo.com,무교,스탠다드(제일),632-03-638527,5
1360,강택협,남성,163.5,61.7,A형,19510602,010-8192-2387,g05v04gli,gmail.com,불교,NH농협,593-1041-376-30,7
1361,박지종,여성,157.9,51.7,A형,19790712,010-8469-1967,f1iy2y0kf,gmail.com,불교,수협중앙회,5854-7828-4099,9
1362,강상종,남성,169.7,73.5,AB형,19760412,010-4613-4626,mzn5yimoa7o,naver.com,불교,스탠다드(제일),550-48-913158,1
1367,안용지,여성,152.9,57.5,O형,19820802,010-0606-0473,vh9n766ppji,yahoo.com,불교,외환은행,378-344747-114,2
1379,권진석,여성,155.0,56.0,A형,19911223,010-2265-2698,uxlh494213,gmail.com,불교,한국씨티은행,151-659025-998,2
1382,안남훈,남성,167.0,59.2,B형,19491206,010-0046-4087,vc2x3yj,gmail.com,불교,하나은행,598-819837-88153,9
1387,배용덕,여성,153.0,55.9,O형,19540717,010-9263-6174,k5au2fq4,yahoo.com,기독교,우리은행,4203-431-726077,7
1390,김협서,여성,160.8,57.3,O형,19930613,010-1562-8333,pd8hll6dwor4,naver.com,기독교,외환은행,265-563197-542,7
1392,이진상,여성,150.3,55.3,A형,19920317,010-4447-5545,sd7ne0ii,naver.com,불교,신한은행,489-964-666932,9
1395,박은준,여성,162.9,55.6,B형,19801207,010-6210-8926,o1htzjtxo,yahoo.com,불교,기업은행,355-171811-73-201,9
1396,김석정,여성,156.1,57.1,O형,19560715,010-9725-8098,rnc3e62ey,daum.net,무교,새마을금고,2-60253842872-6,5
1401,한정상,여성,153.7,55.7,O형,19541226,010-8642-3565,afbnwtw2,yahoo.com,불교,한국씨티은행,643-563221-378,6
1404,김준상,여성,156.7,53.9,A형,19680209,010-9232-9486,m0m26j7fo,gmail.com,불교,기업은행,618-061227-63-525,2
1409,강희서,남성,169.8,65.6,A형,19840305,010-5540-9570,o0tjmz8,daum.net,무교,기업은행,672-050624-59-519,9
1414,정훈은,남성,174.4,69.6,A형,19550303,010-4498-9174,vruux6,gmail.com,무교,기업은행,087-183289-81-793,2
1416,김우희,여성,152.2,55.2,B형,19490118,010-4528-1731,yn91ur6r,naver.com,기독교,기업은행,147-573992-99-539,9
1419,우우지,남성,170.9,71.6,O형,19531228,010-7248-3550,b0frg2y,yahoo.com,기독교,수협중앙회,1492-5985-2649,5
1423,이정우,여성,160.3,56.1,O형,19480609,010-2513-8899,c3a5jho9kt2iq,gmail.com,불교,외환은행,317-814250-191,7
1427,윤지은,남성,172.5,67.1,A형,19850725,010-5079-7788,ayw5vru,yahoo.com,무교,새마을금고,7-44767467017-7,5
1433,이은현,여성,161.8,52.7,A형,19830323,010-9400-1774,pjy8cmsk10oui,naver.com,무교,수협중앙회,2614-2255-5516,4
1436,이영상,남성,173.0,67.9,AB형,19941121,010-0647-9626,lbf01y33xw,daum.net,기독교,기업은행,465-765782-97-360,1
1437,박진서,여성,150.9,54.8,B형,19631031,010-0050-8974,u7g5wc2do,naver.com,불교,NH농협,396-3060-570-08,5
1440,이준용,여성,152.4,49.9,A형,19890623,010-0913-5397,kbfgs3nj9,yahoo.com,무교,새마을금고,9-08538092597-1,9
1443,채우성,여성,158.5,58.0,B형,19761022,010-6450-3040,sbwrz6,naver.com,무교,수협중앙회,3976-6897-2001,6
1445,이종용,여성,153.6,51.1,A형,19500415,010-5156-7420,ndzx7pf6,daum.net,무교,수협중앙회,1544-5649-9255,2
1449,이훈준,남성,174.4,70.0,B형,19910815,010-0973-8954,frsm3aj35,naver.com,기독교,수협중앙회,0325-1477-8428,9
1456,권종준,남성,165.6,68.1,O형,19880106,010-2336-4410,i3h257otiqww,daum.net,무교,하나은행,042-279976-87427,6
1462,정희준,여성,152.4,53.9,AB형,19851119,010-9647-8990,j1i2r5i9r6n,daum.net,불교,NH농협,429-8080-335-20,5
1467,백훈남,여성,155.3,56.7,B형,19761112,010-8908-8116,qhoy0qeis4,gmail.com,무교,신한은행,754-981-552598,9
1470,이택정,여성,153.5,53.5,O형,19690809,010-0384-1791,ibzw15el464,naver.com,기독교,우리은행,7645-342-958733,9
1472,김현준,남성,177.0,68.0,B형,19550612,010-2436-3183,m62eycmo3ht4,daum.net,천주교,새마을금고,3-69207409812-5,3
1477,권희훈,남성,171.5,61.6,A형,19801107,010-1058-7918,j7ra7l3z,gmail.com,불교,국민은행,585928-01-568266,3
1479,이남지,여성,160.0,51.4,B형,19710712,010-3643-3626,tmj738w,gmail.com,무교,국민은행,875060-50-904250,2
1480,허현은,여성,160.5,45.6,B형,19500919,010-6253-0665,k4g6s1v68,daum.net,천주교,국민은행,293891-85-483524,2
1483,예덕정,남성,171.3,58.6,A형,19861223,010-9118-0775,xf6sm8ywll,daum.net,무교,하나은행,319-922446-52986,9
1484,권석희,여성,159.1,50.6,B형,19520720,010-7440-5491,jdkaex9,naver.com,무교,한국씨티은행,022-212778-423,6
1485,서은진,남성,170.1,70.5,A형,19540826,010-0430-8360,z8a399srq1,daum.net,기독교,새마을금고,6-49053665212-4,4
