No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
779,배희덕,여성,157.1,55.1,A형,19930719,010-1198-3453,f2e3qeb,gmail.com,무교,27.65.22.34,ba:a0:ba:e8:72:0a
784,강현희,여성,160.3,62.7,B형,19881130,010-1527-3128,pusa75v75vr4,gmail.com,무교,217.96.219.123,c9:62:29:ae:50:38
790,박영상,여성,159.3,54.1,B형,19600720,010-5093-8101,pvp9e8mz6x,gmail.com,기독교,180.178.55.140,7e:e0:7a:7d:c8:43
793,이훈덕,여성,159.3,49.2,B형,19850416,010-5015-3801,f5ktunswwpf34,gmail.com,기독교,223.103.145.77,a1:3a:06:04:62:39
797,이우협,여성,152.0,54.6,AB형,19521111,010-5623-8405,bqx1royc8mar4,daum.net,불교,210.228.173.170,f4:74:51:49:24:47
798,이성준,여성,144.2,54.0,B형,19700515,010-8542-3259,fdi7gyh5to,yahoo.com,무교,66.39.140.94,72:56:20:02:45:91
801,최준서,여성,153.5,59.8,A형,19480209,010-1640-4634,suqhh6r0hb92q,yahoo.com,기독교,27.248.45.4,17:2b:b7:f4:b9:68
803,양준남,남성,166.1,71.2,B형,19540129,010-0483-1288,n8ijb51a7,gmail.com,무교,217.167.47.28,6c:08:3e:41:d2:57
805,서덕용,여성,167.7,54.1,B형,19661008,010-6918-5418,mvdqn4bdhrq8s,naver.com,무교,74.17.113.90,7c:eb:bd:3b:07:e5
817,여훈영,여성,164.4,53.8,AB형,19640404,010-5723-0229,dud0wuhabby,yahoo.com,무교,89.227.34.191,ef:03:d3:8f:62:93
822,김협현,남성,166.4,66.2,A형,19731102,010-8424-7411,fba6n4xq,yahoo.com,무교,210.134.182.156,f0:f2:79:f1:c4:43
830,박협준,남성,173.9,66.9,A형,19881222,010-2723-6625,b457l57s,daum.net,무교,202.183.165.54,22:b1:d4:6f:51:b4
836,이은종,남성,173.8,62.8,A형,19880228,010-8156-8867,aft49ddiklf,daum.net,기독교,105.137.92.97,2f:8a:ba:8d:cc:42
837,정석희,여성,165.3,43.8,B형,19661217,010-6613-3954,w22mdii1v,naver.com,불교,185.94.151.241,39:17:74:0c:d3:45
839,유은용,여성,163.3,50.7,O형,19490611,010-9885-9895,v090fyr,gmail.com,기독교,130.198.62.69,17:d5:2b:90:48:7a
840,전용준,여성,147.9,56.2,AB형,19840922,010-5554-9142,hcectzq221cv,yahoo.com,무교,113.4.70.95,c4:c2:82:0f:7d:b8
842,이현준,여성,150.9,55.8,O형,19840507,010-8999-9917,c29bb2j7,gmail.com,무교,75.100.111.81,52:54:9f:7c:66:1a
848,김지용,남성,165.9,63.7,A형,19590416,010-9070-9584,z5p80nsf0n,daum.net,기독교,43.42.229.227,1f:82:07:51:bf:d4
851,김남준,여성,148.4,48.3,O형,19770914,010-2550-6932,tztn1zh,gmail.com,기독교,40.26.211.229,ee:1e:ce:f8:f3:f2
853,류정현,여성,160.2,58.4,A형,19510901,010-5153-4646,p3u6vzz,daum.net,무교,35.120.141.41,cb:4c:84:a9:93:c0
854,연남지,남성,174.6,63.5,A형,19680629,010-0055-2774,a964rwuh,naver.com,불교,92.90.145.147,51:19:b9:26:b3:fb
858,정훈지,남성,168.4,70.8,A형,19790913,010-8244-7076,whm0wylbea,daum.net,무교,203.120.132.226,53:62:c1:17:eb:eb
861,박성준,남성,178.2,61.9,O형,19670225,010-4218-1939,ew9q47fjo,yahoo.com,무교,165.205.81.198,1d:8b:64:71:f0:06
862,김훈남,여성,157.5,57.6,B형,19880823,010-5109-2558,pqhc4kc8y2k1j,yahoo.com,무교,84.75.29.214,80:da:8d:d9:e3:d0
866,김훈희,남성,175.6,67.9,O형,19471209,010-2964-9534,qnub6otphbe7z,daum.net,불교,32.139.146.118,d2:24:14:37:15:0d
890,박성준,여성,153.6,58.1,AB형,19611020,010-8486-7007,dtt06xryorz,naver.com,무교,38.215.188.130,5e:14:23:1c:fb:ec
891,이종서,남성,169.8,65.8,B형,19890613,010-8416-3645,tg42ss,daum.net,불교,230.12.254.226,28:4b:e9:bc:5a:9a
892,김지상,여성,153.2,52.1,O형,19960511,010-9881-0894,o07zuo985n,gmail.com,천주교,24.40.143.26,4c:9f:f4:a0:7a:99
898,윤희영,남성,175.6,68.1,B형,19910430,010-1162-9564,l9ivdozy,daum.net,불교,248.202.93.152,36:6a:dd:9c:f9:20
901,김지영,남성,174.6,64.3,B형,19910422,010-5665-4447,cx3cnwijhrn,gmail.com,무교,3.25.197.146,9c:3f:0d:69:18:99
920,서성남,남성,160.3,71.2,B형,19870113,010-8651-4184,zyanw2othsq,yahoo.com,무교,163.10.203.44,32:6c:74:1a:45:05
927,김서현,남성,180.2,53.5,O형,19530116,010-1110-1896,nzca6h,daum.net,무교,189.27.114.98,f4:a5:67:b8:b7:d2
929,최은석,여성,160.9,56.6,AB형,19640324,010-2153-5657,s8at4p5yq4,daum.net,무교,190.88.16.87,bf:39:bd:32:08:80
938,김준상,남성,172.1,67.4,B형,19530503,010-7212-9895,y4l5a64v48en7,yahoo.com,무교,184.236.129.11,7d:12:5e:d3:d9:18
941,원훈우,남성,168.9,67.2,O형,19680330,010-0214-9383,wf4alw87dog,gmail.com,불교,218.218.67.219,7d:15:9e:8a:73:c1
947,홍덕준,여성,162.5,54.1,A형,19630520,010-9303-7532,om9sea3,daum.net,기독교,32.254.232.13,d5:6c:b1:f8:f1:f1
949,김준현,여성,156.6,58.5,B형,19811118,010-9895-9629,sbbm413j9u,yahoo.com,기독교,124.17.209.248,8b:fc:33:7b:1a:66
950,이영협,여성,158.7,59.2,O형,19700517,010-4589-5687,scschx1a6rf,daum.net,불교,79.72.157.106,11:6f:a2:a6:40:89
952,장희상,여성,166.7,58.2,B형,19800131,010-7691-6978,jidgrm,gmail.com,불교,133.190.181.98,a8:43:b2:4b:f8:bd
956,손현택,여성,149.8,59.4,B형,19700419,010-9234-6397,h1x8yph4jm7er,yahoo.com,천주교,23.34.203.252,15:ab:e5:c9:04:9e
959,권훈협,여성,158.5,53.2,A형,19480707,010-4747-7643,o8f5ch1ss0m,naver.com,천주교,141.233.183.179,94:86:29:fa:d7:66
960,박정상,여성,158.3,52.4,O형,19570128,010-5378-8647,kpzjl5noiz,daum.net,불교,230.194.111.48,c6:21:f2:ce:a1:9d
964,오진훈,여성,169.3,57.1,O형,19770301,010-8280-8702,lslais9w7h0,yahoo.com,무교,156.160.251.141,d4:48:46:1a:52:cb
967,박훈희,여성,151.9,58.7,A형,19840102,010-5559-5320,p3bjhxvi,gmail.com,불교,52.246.65.17,1e:29:30:3e:ac:a4
969,서남상,여성,150.4,54.4,AB형,19811004,010-6201-0945,gr9az54jtc,yahoo.com,무교,43.131.189.140,f9:61:08:ef:45:fe
970,신현준,남성,169.6,65.2,B형,19930806,010-4135-1256,fgsmqd,gmail.com,무교,208.106.39.91,56:10:d6:05:ff:41
980,소종영,여성,153.1,55.4,B형,19830929,010-6278-2110,vedn0iml7,gmail.com,무교,100.249.26.197,cc:ff:76:df:c9:8e
985,우석준,남성,163.0,65.6,O형,19880827,010-3359-3772,t58x0vf,gmail.com,무교,22.94.255.146,7a:2f:5d:36:0a:5b
992,김상덕,남성,167.7,59.6,B형,19720401,010-4401-7381,xn1zdo,gmail.com,불교,104.249.227.7,d4:a7:42:bd:cf:ce
993,김진석,남성,160.5,68.9,AB형,19790720,010-2775-1066,yob89yze6,gmail.com,기독교,24.117.164.184,7a:55:36:dc:69:7f
996,구훈서,여성,162.9,56.4,A형,19871224,010-9095-8598,tc5r4vh,daum.net,무교,176.150.196.174,37:9f:b8:d2:b6:cb
1001,제정협,여성,156.7,54.5,O형,19740704,010-8330-4015,ammjp23ho0,daum.net,기독교,95.205.150.14,0d:88:7e:e6:43:c0
1003,우지용,여성,157.8,57.3,AB형,19640728,010-1581-0236,d6wja91w9xfl,daum.net,기독교,247.208.72.188,ab:a1:08:86:4c:a4
1005,이준성,남성,167.3,68.5,A형,19720603,010-3327-2181,r8u2misqd6k7v,daum.net,무교,193.45.167.167,7c:f3:6c:59:1f:1e
1007,이석우,여성,157.3,49.0,O형,19670613,010-2651-6990,ahhcul4mu1m,yahoo.com,무교,73.118.155.171,ab:03:24:25:97:2a
1009,최우은,남성,171.8,66.0,A형,19880603,010-9982-5335,heb5lka5,yahoo.com,불교,41.149.106.105,d6:4f:08:ee:a2:1b
1017,공준석,여성,156.0,59.3,B형,19590422,010-3137-4683,gvkmggs9,gmail.com,무교,208.188.123.70,52:84:01:8d:8e:a7
1027,김은준,여성,158.8,50.7,A형,19841014,010-9926-3352,j4q62pdvcln,gmail.com,무교,26.146.126.167,48:52:81:c7:90:7f
1029,윤현우,남성,163.6,66.6,O형,19490203,010-2279-5545,txkn0kfqx1,yahoo.com,기독교,115.157.16.141,ad:97:f9:23:a8:55
1033,이영서,여성,147.5,53.9,A형,19670917,010-6255-8500,kcmvib69k,gmail.com,기독교,130.97.230.158,99:de:09:88:93:ae
1043,이훈성,여성,152.1,64.7,A형,19561130,010-4627-7082,pqs2mx2owxww,gmail.com,무교,94.167.101.230,48:7c:e1:23:43:df
1049,박은우,여성,158.0,61.4,O형,19490727,010-7898-7965,vxo0kq00duiql,daum.net,기독교,62.199.6.174,35:bf:2e:49:67:fd
1056,이희용,남성,169.5,66.1,A형,19730727,010-3435-6606,wn9ejgtbq91,daum.net,무교,183.185.252.193,3c:95:eb:c0:ca:43
1057,이영은,여성,162.4,60.2,A형,19520527,010-6223-0533,odbky6k2i,daum.net,무교,92.46.71.59,52:cc:40:e2:3e:00
1058,김성현,남성,165.1,65.0,B형,19560803,010-4578-4571,gsz2li,gmail.com,기독교,142.5.201.175,9f:79:77:b8:38:60
1061,김준덕,남성,180.7,65.8,A형,19700622,010-3228-7361,wgkhaz2785zz,yahoo.com,불교,254.33.4.227,2e:17:2f:8e:48:29
1063,정택희,남성,174.0,64.1,A형,19630118,010-6261-7491,pubit2ylaj,naver.com,무교,148.4.94.196,e3:ba:a8:b6:f2:53
1072,김현택,여성,161.0,50.4,O형,19640427,010-6550-6041,w4tfzpbm,yahoo.com,기독교,119.255.157.126,3f:25:25:11:3b:54
1082,권남진,여성,154.7,53.1,B형,19610919,010-6691-6558,ihd2hk,naver.com,무교,179.225.214.216,ec:90:56:85:1f:74
1091,박영용,남성,160.7,74.1,AB형,19891012,010-7905-9504,e4clu0he,daum.net,무교,225.174.163.89,6f:eb:ff:33:10:a5
1092,조석우,여성,159.4,58.0,A형,19930419,010-2552-0077,i5sf1n76u,naver.com,불교,84.150.200.116,13:63:3c:45:b4:fc
1094,김용석,남성,173.8,64.9,O형,19820902,010-6292-3298,ae3sxej1g0gfi,daum.net,무교,8.121.71.35,46:4a:df:45:63:20
1098,류준성,남성,169.0,67.4,A형,19500628,010-1430-4939,yirro8g5y,naver.com,불교,194.172.248.76,b5:31:75:a4:0c:ef
1099,박진우,여성,164.4,68.5,A형,19540801,010-3739-7646,hrzvqe3n5zrzu,gmail.com,불교,216.122.38.45,1e:64:3a:88:09:32
1104,강덕서,여성,154.1,54.0,B형,19930522,010-8426-2509,diwsu0z458t,yahoo.com,무교,187.36.241.110,7f:48:ec:b4:5f:8d
1108,전남지,남성,165.8,65.1,A형,19760714,010-6995-2285,pj6eyumrox,naver.com,무교,12.24.182.37,98:f2:d7:91:19:40
1109,임지은,여성,164.6,53.8,O형,19790405,010-3902-5430,fvkwumml4,daum.net,무교,21.72.213.30,6c:14:18:1f:44:d0
1110,박우남,남성,167.2,60.8,A형,19640807,010-4349-1220,gos55aqhddi,yahoo.com,불교,173.32.142.82,26:77:b9:f7:79:ad
1112,엄석준,남성,174.7,65.3,O형,19531023,010-3992-7160,wgtjsobbx2,gmail.com,무교,196.242.199.36,ba:fd:5f:e0:d8:b2
1123,김서택,여성,161.3,62.3,A형,19660728,010-1486-1939,j6t1jtql,naver.com,불교,112.5.86.44,1f:40:e6:82:c0:8a
1125,김성덕,여성,154.3,54.5,A형,19950407,010-9603-8694,izqz84,yahoo.com,천주교,13.131.180.166,16:14:50:f0:57:1d
1133,이지준,남성,171.9,64.3,O형,19931127,010-0816-4020,mms7fa8t,gmail.com,불교,254.2.130.167,ba:84:bf:4b:d7:6b
1139,김서은,남성,167.8,73.4,B형,19830508,010-9786-3482,l2qajn0al,daum.net,불교,43.102.153.135,b7:23:34:fe:e1:53
1140,노상희,여성,153.4,50.6,A형,19780407,010-4638-5832,bua8oxd97qjmh,naver.com,무교,140.157.148.255,5a:7e:19:0a:1d:42
1141,박준훈,남성,174.1,65.8,O형,19650210,010-1205-6230,cihhvg31sieqh,gmail.com,무교,214.249.179.145,59:fc:0b:39:64:1d
1158,이상정,여성,158.8,54.8,O형,19920125,010-9421-1162,ar58ddj76ospd,daum.net,무교,179.60.19.245,6a:d1:03:53:1c:5f
1161,김훈서,여성,161.6,56.6,O형,19590829,010-2787-1418,vwu7ionfnf,daum.net,불교,187.110.228.204,42:94:03:53:30:94
1167,홍서성,여성,160.9,64.5,O형,19860830,010-2040-8889,lndttna9,naver.com,무교,101.80.17.184,c7:da:97:33:3a:0e
1169,지훈덕,여성,160.7,56.4,B형,19630515,010-4822-6010,hmhe2ppowes,naver.com,기독교,151.108.213.145,44:e6:0b:a3:16:28
1172,김준덕,여성,165.3,52.3,AB형,19861216,010-6310-9316,a0cl2dej,yahoo.com,무교,199.121.173.154,f2:8a:37:96:fc:32
1178,김정진,남성,161.9,72.8,O형,19490314,010-5216-0178,w35var12rg,naver.com,천주교,214.39.97.69,70:7f:e6:2a:59:e7
1189,김훈지,남성,170.6,69.8,AB형,19810921,010-7234-8940,kxjpdpnsd136x,yahoo.com,불교,254.96.33.188,2a:8b:72:65:3c:c3
1191,배택성,여성,156.4,57.5,B형,19940302,010-7514-9685,erb7lpf,gmail.com,기독교,14.181.67.103,d3:83:24:b7:35:70
1196,김석훈,남성,167.0,67.1,AB형,19861015,010-9673-8374,feacu58h3o,yahoo.com,기독교,220.13.111.214,b9:fe:c7:4f:5b:f8
1200,김덕서,남성,164.3,67.2,O형,19780310,010-6234-9975,bt8hu2,daum.net,기독교,40.129.23.51,e5:78:57:d9:20:df
1203,박택석,여성,164.8,56.9,A형,19840726,010-0873-2986,xqvbg2oz,yahoo.com,무교,5.214.55.109,f4:d0:68:9d:09:af
1204,이서상,여성,164.0,59.0,B형,19470203,010-6977-8555,olv2bb0gvxl4c,gmail.com,천주교,92.30.216.141,12:67:de:33:39:9e
1206,방준석,여성,159.8,51.1,B형,19841019,010-5672-3248,s5aydcgqyvlz0,gmail.com,기독교,238.106.176.182,97:69:97:ec:2c:b7
1207,김우서,여성,158.2,56.4,A형,19570621,010-0067-7980,psif7lfwoj9,naver.com,불교,50.47.75.57,f4:e6:be:aa:dc:e9
1209,홍용정,남성,170.3,67.1,A형,19680527,010-1496-6061,rixo50q09za,daum.net,불교,5.131.22.71,5d:23:4f:ab:31:cc
1210,박택준,여성,156.4,60.3,A형,19670814,010-9326-8450,r3kk70wdbp,daum.net,천주교,77.126.53.233,8d:cb:d7:2d:b3:ec
1220,김남지,여성,154.4,50.2,B형,19740302,010-0503-6217,j9jea07rnge,daum.net,기독교,201.167.231.164,82:da:ef:cc:dc:34
1221,김지은,남성,176.1,66.2,O형,19611211,010-9116-8786,bdxfpt3z7,yahoo.com,기독교,120.218.137.149,ed:7f:f5:06:68:c1
1222,박지은,남성,171.9,74.5,A형,19661218,010-6634-6156,n14g0z2i,daum.net,천주교,129.101.4.95,dc:c2:1c:5b:82:da
1225,이우남,남성,177.7,66.5,B형,19550213,010-3634-5598,zu4lvd,naver.com,무교,185.3.134.202,74:ac:b5:91:95:b5
1230,이지상,여성,152.3,54.4,A형,19950507,010-2122-1454,p5c7g9jryho,yahoo.com,무교,203.192.193.176,e5:18:1e:70:28:ce
1231,이훈지,여성,150.0,59.1,O형,19890310,010-0021-1391,zrvw7r,yahoo.com,무교,235.168.94.38,66:c2:9a:23:99:bd
1234,김덕영,여성,158.5,53.9,A형,19520829,010-1156-7079,wbekzn,gmail.com,불교,222.62.100.13,8e:a5:7d:e0:e2:11
1235,백준서,여성,158.5,60.6,B형,19520320,010-1043-4889,avrzjp3fb,gmail.com,무교,212.49.239.71,bd:69:f6:0f:b9:11
1249,김덕영,여성,150.7,52.8,O형,19590104,010-3955-5582,c0xudup,daum.net,무교,43.231.84.13,f9:8b:03:aa:c8:dd
1251,이상지,여성,158.8,57.7,O형,19530316,010-8851-5054,wq7zn8phhatfj,yahoo.com,불교,117.157.195.14,ee:98:7b:c9:90:eb
1253,최훈희,남성,177.1,63.6,O형,19520213,010-3384-1959,k3oqehaj,daum.net,기독교,20.155.164.189,92:e0:99:94:04:f4
1259,신훈희,여성,152.2,53.3,O형,19470516,010-1560-4588,fuz0v0i4,gmail.com,기독교,130.86.49.61,0e:af:c2:46:df:3d
1260,정훈성,여성,155.8,57.0,O형,19480123,010-9178-5282,bdih9p8p,naver.com,불교,99.32.174.223,f2:5b:37:79:a4:7c
1263,두덕훈,남성,162.5,68.7,A형,19591201,010-3948-7046,retktqohh,gmail.com,무교,190.95.217.13,b3:2c:f2:e9:c6:23
1264,최남은,남성,167.9,66.9,A형,19831111,010-5967-6043,qmrkfe71x,naver.com,기독교,110.4.10.69,c0:ec:4d:f8:4b:a8
1265,박지종,여성,168.2,55.5,O형,19690407,010-1284-6762,qg61dlrnueb,gmail.com,무교,196.213.37.7,67:35:17:55:16:2c
1267,김진남,여성,157.9,54.5,B형,19611207,010-7162-5604,vthlai6a13nq,yahoo.com,기독교,87.172.213.14,1a:d2:e9:6b:71:8d
1268,반서현,여성,156.6,57.2,A형,19500925,010-7907-5379,fw6cw28v1,yahoo.com,불교,31.222.214.151,1a:15:f0:43:5f:c4
1270,김진현,남성,171.7,68.9,B형,19520508,010-0558-3304,g28clqp9sfg,naver.com,무교,206.27.144.175,e2:c1:17:c2:98:f4
1272,최훈용,여성,149.8,60.7,A형,19580604,010-4250-9126,jd0iyzs2s,yahoo.com,무교,196.73.232.130,3c:25:c2:48:18:48
1276,박우종,남성,163.0,70.1,A형,19740821,010-3776-1361,vtqsh1rb3,yahoo.com,무교,233.115.213.161,26:99:8d:7e:24:e6
1278,류우영,여성,150.9,53.9,O형,19890715,010-0125-9494,uv8sntf6trxw,gmail.com,무교,173.179.87.24,e2:73:e3:8f:4c:aa
1280,김덕준,여성,156.7,53.1,AB형,19710215,010-8627-2951,xphl6bmfuip7o,naver.com,무교,50.165.3.128,12:cc:72:ff:5b:fe
1282,이우남,여성,161.5,55.1,O형,19930331,010-5209-5222,w04mypt0dj7p9,gmail.com,무교,44.113.184.174,ba:14:86:f3:ff:aa
1287,김희종,남성,170.4,64.8,B형,19721027,010-7425-2480,zyr4flijnkni,gmail.com,무교,40.129.46.240,30:43:1c:0e:47:2b
1290,주협우,남성,166.9,68.2,AB형,19760222,010-2538-5876,oa61gzh1av8,naver.com,불교,196.249.161.98,87:65:42:f9:a5:d8
1303,홍서준,여성,155.2,56.3,A형,19890904,010-6858-2398,kpkz8jt,daum.net,무교,121.17.116.211,b3:97:4a:ba:d5:a8
1305,박준석,여성,159.3,57.4,AB형,19580610,010-6838-4441,u4pwdm,gmail.com,무교,246.99.133.136,f8:3d:fe:da:1f:52
1309,송훈택,남성,164.6,65.3,B형,19640914,010-1120-7907,j7ats5yzrndx,yahoo.com,무교,110.218.98.82,e3:4c:5f:2d:c6:ac
1318,정서은,남성,169.7,61.7,B형,19490320,010-0532-9502,hfdliv,yahoo.com,불교,99.145.187.170,3b:b9:c8:49:c7:31
1321,류석남,여성,151.1,54.5,A형,19871110,010-2893-3062,yt3h94,yahoo.com,기독교,32.63.236.239,4c:70:42:90:bf:0f
1326,장희현,여성,153.1,57.7,B형,19521210,010-6637-0843,cuahm7w,gmail.com,불교,62.86.106.108,57:bc:7f:3c:1c:f6
1328,권성진,남성,172.3,58.2,B형,19731231,010-8973-3937,evlddlwgho,gmail.com,불교,27.250.147.160,21:1e:ec:0f:9b:9c
1331,곽서석,여성,155.4,51.3,A형,19631231,010-8214-5904,rhc05ck5wtr5,yahoo.com,불교,234.53.186.176,92:f0:41:74:b5:fa
1332,김택훈,남성,180.8,63.5,A형,19510418,010-0296-1641,yyq4bdqumi9q,gmail.com,무교,198.237.182.126,34:b3:4a:c5:15:30
1336,윤준종,여성,154.6,57.9,O형,19670824,010-7496-9426,nbat4ud4lan7h,gmail.com,무교,226.241.103.252,89:b4:c2:13:b4:fa
1340,유은석,남성,166.2,67.1,O형,19901204,010-3708-0473,umh4lqbdc3,naver.com,무교,208.146.117.176,99:b5:2a:f7:90:ff
1342,문지상,남성,173.6,64.0,AB형,19760320,010-0652-9456,rshq41i,naver.com,불교,68.71.17.164,ed:5d:da:10:ea:17
1347,윤지준,여성,161.2,64.9,A형,19781206,010-1278-9120,bo4y5hmqakgih,naver.com,무교,212.83.34.212,9c:02:40:ed:79:bd
1348,곽훈지,여성,158.2,56.9,A형,19800107,010-6829-3979,vsom2bpda2,daum.net,기독교,56.203.148.54,99:31:e8:7f:f7:c0
1349,김지훈,여성,151.1,55.6,A형,19960822,010-8122-1290,mb0hvi43,yahoo.com,기독교,116.136.250.120,eb:bb:fc:d7:72:40
1350,이준은,여성,163.0,52.2,A형,19951201,010-0018-9789,tr2rzvapwv,yahoo.com,무교,90.225.204.41,cb:a2:77:a7:11:50
1353,이현훈,남성,179.2,60.4,O형,19960318,010-6355-4675,rwdnkwx8r1h,gmail.com,불교,79.77.109.153,a1:93:4b:35:62:8a
1356,강택덕,남성,170.9,75.1,A형,19760301,010-4413-0566,krro1ewunpq,naver.com,기독교,249.48.26.54,5e:80:b1:7e:44:e2
1357,조정희,남성,169.4,63.8,B형,19560707,010-0400-3084,vglnic,naver.com,무교,153.144.17.164,d2:4f:e7:15:ce:cb
1358,안준지,남성,166.5,66.4,A형,19630908,010-6870-8564,e6r0qolz,gmail.com,무교,220.89.152.98,d4:93:89:71:76:a2
1363,강용석,남성,170.9,64.9,O형,19770508,010-5617-4573,dq4p8ol00j0s,yahoo.com,기독교,118.53.201.156,90:e5:21:06:5e:b8
1366,윤훈택,여성,155.9,56.3,A형,19850202,010-9761-7734,ifqslyicxno,daum.net,기독교,246.250.31.4,61:02:b5:6b:f6:8e
1368,김현석,남성,172.2,69.3,A형,19901227,010-5603-0572,zdvhwlhql7fd,yahoo.com,천주교,161.235.93.232,c5:0d:76:ff:31:a8
1370,조현성,여성,158.4,52.7,B형,19870815,010-4898-4407,fgkb49r6ahry,yahoo.com,천주교,91.60.42.46,52:c8:c5:86:d8:9e
1376,김서정,남성,169.3,63.9,A형,19930324,010-5738-0186,drv1zicjor1,daum.net,무교,118.77.45.29,11:33:1e:f4:c6:f8
1377,정석은,여성,153.0,56.3,B형,19741122,010-1507-8646,u8mmv3hk3br,yahoo.com,기독교,223.88.44.150,d1:75:51:40:b5:84
1380,송훈상,여성,152.3,55.5,A형,19830507,010-2086-6430,f8bybw,gmail.com,무교,105.16.221.127,f2:b3:c9:d3:ae:15
1381,전서진,여성,151.7,59.5,A형,19740615,010-5452-8397,p44xqyqx1,naver.com,천주교,1.232.246.218,66:cc:a1:ac:e7:eb
1385,허우덕,남성,163.1,63.6,B형,19711227,010-8931-6159,bou59iw6js,yahoo.com,무교,83.191.105.221,b2:6c:e7:66:3c:c7
1387,배용덕,여성,153.0,55.9,O형,19540717,010-9263-6174,k5au2fq4,yahoo.com,기독교,25.158.136.34,c5:5f:77:5a:cc:39
1394,채현준,남성,172.4,62.9,O형,19930812,010-6270-5717,j5fb5t864z0,yahoo.com,무교,86.37.18.57,5b:e2:73:b3:b7:06
1402,김서진,남성,171.1,66.6,O형,19951203,010-0539-4479,aaxir07n,yahoo.com,불교,78.242.168.215,89:80:27:24:77:e2
1405,이지남,남성,169.1,69.7,AB형,19860121,010-6922-6687,nhp6t12ly,daum.net,불교,254.189.250.136,dd:bc:ef:ab:83:96
1406,유은훈,남성,159.3,57.3,A형,19871015,010-2120-5298,dfaa8dv,naver.com,기독교,218.137.172.100,8c:e2:65:27:e3:d2
1410,정지은,남성,162.8,69.1,A형,19540601,010-7961-8123,y42973yftk,daum.net,무교,43.76.73.24,f9:90:a5:ec:97:07
1414,정훈은,남성,174.4,69.6,A형,19550303,010-4498-9174,vruux6,gmail.com,무교,104.107.25.123,8c:df:9c:c1:c8:b0
1419,우우지,남성,170.9,71.6,O형,19531228,010-7248-3550,b0frg2y,yahoo.com,기독교,84.146.130.189,33:b5:cf:18:69:7f
1421,오훈종,여성,160.1,52.1,A형,19870607,010-7468-0204,hpxbv44zv,gmail.com,무교,82.136.87.5,d6:d0:bd:27:fc:de
1427,윤지은,남성,172.5,67.1,A형,19850725,010-5079-7788,ayw5vru,yahoo.com,무교,113.131.188.153,0e:0e:33:99:18:7d
1428,김지진,남성,165.7,72.6,B형,19490107,010-3925-2891,kzut4nr6lke8e,yahoo.com,무교,61.38.154.162,08:d2:0f:fa:e8:d6
1438,장정준,남성,171.8,63.5,AB형,19751018,010-7978-4370,ihtgtdsgqw,naver.com,무교,86.108.108.167,61:34:db:34:42:64
1442,이지진,여성,159.1,50.0,A형,19810821,010-1494-4920,n7nwq4pr3,yahoo.com,기독교,154.156.249.9,13:a9:e8:30:c4:ef
1447,김석은,남성,157.6,66.4,A형,19740329,010-6133-9775,vdjguek,naver.com,무교,81.247.7.198,03:b9:11:e8:f2:ee
1450,나우상,남성,168.7,66.5,B형,19520808,010-5501-4450,g8vg7r7y,yahoo.com,천주교,183.224.116.104,35:15:f3:77:86:f6
1457,정우용,남성,170.3,66.0,A형,19950221,010-2641-7060,lne978x3,yahoo.com,무교,173.189.21.238,a9:b1:53:38:23:a2
1458,김훈은,여성,153.8,52.8,O형,19720730,010-3361-8490,sb94os6d5t4sf,daum.net,기독교,188.184.87.111,95:d9:00:1c:e9:1a
1464,성현준,남성,166.2,64.2,B형,19610116,010-6110-8441,kg8ifzloc01i3,yahoo.com,기독교,13.151.245.45,d3:f2:76:ca:6c:86
1472,김현준,남성,177.0,68.0,B형,19550612,010-2436-3183,m62eycmo3ht4,daum.net,천주교,76.35.243.44,6e:7f:b7:60:f4:0d
1474,조준희,남성,178.2,67.0,A형,19890212,010-1808-0577,wiw1ufq7y35,naver.com,무교,144.182.195.115,87:2b:18:a7:4a:7e
1477,권희훈,남성,171.5,61.6,A형,19801107,010-1058-7918,j7ra7l3z,gmail.com,불교,58.219.81.80,0c:19:8c:18:4f:87
1478,이남은,여성,161.3,53.3,A형,19691224,010-6630-7838,j0kik2uuxnmmq,gmail.com,불교,254.157.174.96,3f:5a:4c:50:f8:8f
1480,허현은,여성,160.5,45.6,B형,19500919,010-6253-0665,k4g6s1v68,daum.net,천주교,145.65.113.22,23:2f:0b:f6:64:5d
1485,서은진,남성,170.1,70.5,A형,19540826,010-0430-8360,z8a399srq1,daum.net,기독교,18.47.119.249,2f:e6:5a:47:e3:f6
1496,조준훈,여성,160.9,50.2,A형,19890808,010-2198-2759,jqqxxf7m,gmail.com,무교,55.131.14.206,be:14:7d:dc:cc:46
1506,김지상,여성,152.7,57.6,O형,19930821,010-9024-9982,kctntszm,gmail.com,무교,166.8.41.97,45:d0:b7:d1:84:0e
1511,안우용,여성,156.2,53.0,A형,19820311,010-1266-1031,lujga8ib,yahoo.com,무교,5.253.54.217,bf:15:84:19:7d:32
1514,이은성,여성,157.5,54.9,AB형,19830620,010-7946-5355,lm2t5w,yahoo.com,무교,79.117.124.50,30:2b:6e:35:93:7a
1516,임용협,남성,166.7,62.8,A형,19580315,010-8848-5695,qbbw06,daum.net,천주교,72.128.224.14,4b:2d:56:49:63:94
