No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
902,정지성,여성,164.2,60.2,A형,19600305,010-6419-0672,fuhr9a49,daum.net,천주교,한국방송통신대학교,인문,0.57
910,박남영,남성,166.3,61.9,A형,19591022,010-7772-6828,qort9ff9e85,gmail.com,무교,경기대학교,교육,1.87
911,정협지,남성,178.4,65.4,O형,19920118,010-4128-1082,prk8hb5,gmail.com,불교,건국대학교,예체능,2.17
912,고상현,여성,160.4,62.7,B형,19630826,010-3202-2460,zp5z84ppn,yahoo.com,무교,서강대학교,사회,2.69
914,최협진,여성,162.7,51.4,O형,19780130,010-1625-6962,lmhgg7hk8yn,gmail.com,무교,한양대학교,의학,3.84
916,한덕서,여성,154.6,43.4,O형,19820815,010-2910-3798,f6mtmnn,daum.net,무교,총신대학교,사회,2.93
920,서성남,남성,160.3,71.2,B형,19870113,010-8651-4184,zyanw2othsq,yahoo.com,무교,한국방송통신대학교,자연,1.09
924,오은용,여성,147.1,63.0,B형,19470818,010-9598-3851,qhhai4i05cqr,gmail.com,불교,서울대학교,공학,0.19
926,박협석,여성,155.5,50.5,O형,19920223,010-6249-2713,vxwhrfmrgg,daum.net,기독교,서울기독대학교,공학,2.7
931,전성정,여성,151.2,49.0,A형,19590710,010-2474-7954,pfth3x,daum.net,불교,명지대학교,인문,4.28
933,김덕훈,남성,169.6,65.2,O형,19940814,010-1877-7907,wyaadl3c,gmail.com,무교,서울대학교,교육,0.86
936,박정종,남성,167.2,62.7,B형,19771113,010-5814-8390,deje3u37b,naver.com,기독교,경희대학교,사회,3.89
939,이석지,남성,169.8,65.1,O형,19630813,010-2170-6101,bzf5wap,naver.com,천주교,숭실대학교,공학,3.4
941,원훈우,남성,168.9,67.2,O형,19680330,010-0214-9383,wf4alw87dog,gmail.com,불교,서강대학교,인문,4.47
942,이종현,남성,173.3,64.8,AB형,19520109,010-6710-2864,nhs6g2fnv,yahoo.com,불교,한국예술종합학교,법학,3.87
943,박지석,여성,149.2,49.7,A형,19841101,010-0024-1066,t98slbh,daum.net,불교,성공회대학교,법학,4.23
947,홍덕준,여성,162.5,54.1,A형,19630520,010-9303-7532,om9sea3,daum.net,기독교,동국대학교,자연,3.32
957,정희상,여성,144.4,56.0,A형,19490205,010-3026-7463,ojsa9gvbz4b1,gmail.com,기독교,서울과학기술대학교,인문,1.09
958,구용지,남성,175.3,63.1,O형,19931124,010-0273-3945,e9792yfj,gmail.com,무교,육군사관학교,교육,2.78
961,신상현,남성,161.2,63.2,O형,19680625,010-3144-5881,u7sg23ihmtru0,gmail.com,기독교,한국성서대학교,예체능,0.51
964,오진훈,여성,169.3,57.1,O형,19770301,010-8280-8702,lslais9w7h0,yahoo.com,무교,한성대학교,인문,2.76
971,박종영,여성,148.4,50.3,B형,19551226,010-5552-9074,qo3dg6isv,naver.com,불교,한국예술종합학교,사회,1.3
975,김희준,여성,155.4,54.8,A형,19510305,010-7626-2670,ij9b9j6ln8s9,daum.net,무교,서울대학교,예체능,1.18
976,조진덕,여성,153.8,57.9,O형,19820911,010-3273-9870,lyzwg3ijoa,gmail.com,기독교,한국방송통신대학교,교육,3.32
985,우석준,남성,163.0,65.6,O형,19880827,010-3359-3772,t58x0vf,gmail.com,무교,건국대학교,사회,1.83
988,홍정우,여성,146.1,48.9,AB형,19710213,010-3180-1305,k7j8hhcj,gmail.com,무교,육군사관학교,법학,2.8
990,박영상,남성,173.9,69.3,AB형,19850411,010-7025-1268,uyl5yzu1bu7m,gmail.com,무교,추계예술대학교,인문,0.09
991,서정준,남성,166.7,69.6,O형,19580704,010-2633-8800,yq27gs6l5e,naver.com,무교,추계예술대학교,예체능,3.07
1002,박상우,남성,165.7,66.1,B형,19481010,010-7749-7461,bqpx4g,daum.net,무교,감리교신학대학교,의학,3.53
1005,이준성,남성,167.3,68.5,A형,19720603,010-3327-2181,r8u2misqd6k7v,daum.net,무교,명지대학교,교육,4.29
1008,이성현,여성,150.7,57.1,AB형,19641216,010-4042-2208,ac1mz9yyycp4,naver.com,불교,명지대학교,인문,3.16
1010,임석우,남성,175.5,65.9,B형,19690313,010-8984-9927,nyvth3onaimc,daum.net,기독교,연세대학교,공학,0.78
1016,최종진,남성,169.9,60.6,O형,19671025,010-3416-8165,hawuc23qv,yahoo.com,무교,성공회대학교,법학,1.02
1025,최훈석,남성,174.3,64.0,A형,19850802,010-6821-5056,kzi2wzhi,naver.com,천주교,덕성자대학교,의학,1.08
1026,박서우,여성,158.6,46.7,A형,19560407,010-8158-5208,l20bk9i3,yahoo.com,무교,KAIST,인문,2.95
1035,김덕훈,여성,156.4,55.1,A형,19520706,010-1969-6605,t96cim68,daum.net,불교,그리스도대학교,자연,3.36
1037,김은남,남성,173.2,60.0,A형,19610711,010-5562-6905,o4kbuztg,yahoo.com,천주교,한국방송통신대학교,사회,2.97
1043,이훈성,여성,152.1,64.7,A형,19561130,010-4627-7082,pqs2mx2owxww,gmail.com,무교,동덕여자대학교,의학,4.36
1044,김영서,여성,154.4,51.1,B형,19470301,010-2488-2574,hbveb4wq,naver.com,기독교,숙명여자대학교,인문,2.49
1045,이상덕,남성,171.7,66.3,A형,19830614,010-5105-1857,tcys97ay4pj,gmail.com,무교,이화여자대학,사회,3.74
1053,전우진,여성,149.0,55.5,O형,19670619,010-5826-1696,sbzvhxzk4,gmail.com,기독교,건국대학교,예체능,1.2
1057,이영은,여성,162.4,60.2,A형,19520527,010-6223-0533,odbky6k2i,daum.net,무교,서경대학교,예체능,3.56
1060,윤준진,여성,151.8,58.6,B형,19681228,010-0990-1149,wbqcawqvm7uwq,yahoo.com,천주교,한성대학교,자연,0.21
1063,정택희,남성,174.0,64.1,A형,19630118,010-6261-7491,pubit2ylaj,naver.com,무교,명지대학교,공학,3
1065,서서상,남성,164.4,68.4,A형,19660624,010-5483-6668,jr599lqnnx1b,naver.com,불교,이화여자대학,법학,1.31
1066,신훈덕,남성,172.8,60.8,B형,19760229,010-3531-7423,i1krku,gmail.com,무교,성균관대학교,의학,1.59
1067,진덕지,여성,163.7,55.8,A형,19900318,010-8551-0245,q9ylnztylekm,naver.com,무교,가톨릭대학교,공학,3.37
1071,이현은,남성,171.4,71.6,B형,19820611,010-7566-7039,owu3naa,gmail.com,불교,한국예술종합학교,의학,0.68
1073,안남지,여성,154.4,54.3,A형,19860210,010-8978-2005,fa57f3bxih6tc,yahoo.com,불교,고려대학교,교육,0.68
1079,김종현,여성,156.8,56.6,A형,19960708,010-9822-3725,q1pfccuc5y7h,naver.com,기독교,한성대학교,공학,1.91
1082,권남진,여성,154.7,53.1,B형,19610919,010-6691-6558,ihd2hk,naver.com,무교,성공회대학교,사회,0.68
1083,차서종,여성,149.4,49.2,B형,19611228,010-2295-1398,lfvms8122qn,gmail.com,무교,숙명여자대학교,의학,0.09
1087,강석은,여성,161.7,52.8,A형,19860906,010-4030-1567,e70nkkp4u17l6,daum.net,무교,가톨릭대학교,사회,0.83
1088,이지훈,남성,171.7,59.5,O형,19520623,010-8745-6682,neh5td4tc,yahoo.com,기독교,서울교육대학교,법학,1.76
1090,임남협,남성,161.0,66.8,O형,19590924,010-5289-1831,y9ukpojz,daum.net,기독교,광운대학교,의학,1.78
1098,류준성,남성,169.0,67.4,A형,19500628,010-1430-4939,yirro8g5y,naver.com,불교,성공회대학교,사회,3.1
1099,박진우,여성,164.4,68.5,A형,19540801,010-3739-7646,hrzvqe3n5zrzu,gmail.com,불교,추계예술대학교,공학,2.52
1100,이상서,남성,171.4,64.5,A형,19881115,010-0143-7926,zk5sur,naver.com,기독교,세종대학교,교육,3.75
1112,엄석준,남성,174.7,65.3,O형,19531023,010-3992-7160,wgtjsobbx2,gmail.com,무교,서경대학교,공학,0.96
1116,정희서,여성,158.0,57.9,B형,19781121,010-2313-9266,wtkqw6488,gmail.com,불교,성균관대학교,인문,1.91
1119,온용상,남성,169.8,62.5,O형,19930224,010-1727-4322,e1bklyx0kg,yahoo.com,기독교,가톨릭대학교,자연,1.6
1126,김현종,여성,152.0,58.0,O형,19621108,010-8033-9776,d3vz7a9,yahoo.com,천주교,이화여자대학,공학,0.3
1128,장희석,여성,160.5,64.7,B형,19550609,010-3362-8923,vp67sep3bg,gmail.com,불교,서울대학교,예체능,3.2
1138,김서은,여성,167.7,54.0,O형,19631113,010-1258-9846,idzrynkc,daum.net,기독교,총신대학교,법학,1.01
1143,장진덕,여성,157.8,52.3,AB형,19770326,010-3794-7411,zzzhhpa53v201,gmail.com,기독교,한국체육대학교,인문,0.18
1144,최준우,남성,173.7,64.5,A형,19490908,010-5875-7485,hp8q4ntx,daum.net,불교,홍익대학교,자연,4.12
1149,조성석,남성,174.0,64.8,O형,19780416,010-7391-9170,h9e9zyl,naver.com,무교,중앙대학교,의학,1.04
1151,배우준,남성,169.6,63.9,A형,19820928,010-5682-4059,acjtur5necx,daum.net,무교,세종대학교,자연,4.19
1153,김택지,여성,155.5,61.0,O형,19960705,010-8002-9941,v5uhzkcp6b4r,yahoo.com,무교,상명대학교,인문,3.43
1154,장영서,남성,166.6,65.4,A형,19640223,010-9648-5606,v89poibc6wc,daum.net,불교,이화여자대학,인문,2.37
1156,문지현,여성,155.9,51.1,A형,19661205,010-8153-3915,f314yvhkp0y,daum.net,무교,동국대학교,인문,4.19
1158,이상정,여성,158.8,54.8,O형,19920125,010-9421-1162,ar58ddj76ospd,daum.net,무교,숙명여자대학교,공학,1.74
1162,김정협,남성,173.0,65.9,AB형,19920915,010-6101-2674,zcg2i0kw,yahoo.com,무교,가톨릭대학교,의학,3.88
1168,고상준,남성,171.0,67.0,O형,19660910,010-3605-9070,dihilo2zr2dm,daum.net,무교,한국성서대학교,교육,4.08
1172,김준덕,여성,165.3,52.3,AB형,19861216,010-6310-9316,a0cl2dej,yahoo.com,무교,경기대학교,자연,4.18
1176,전준덕,여성,160.4,56.6,O형,19800911,010-3896-5532,fsb6z2vnm1bd,naver.com,무교,추계예술대학교,의학,2.72
1177,서지우,여성,159.0,58.9,O형,19610403,010-2631-0950,msjdhy4iz,gmail.com,무교,성공회대학교,법학,0.05
1179,오영은,남성,174.9,71.6,A형,19521207,010-3870-0333,e3uywrx,yahoo.com,무교,세종대학교,교육,2.27
1181,이석정,여성,144.3,59.6,A형,19511122,010-4625-8491,i5tyol,gmail.com,무교,감리교신학대학교,법학,2.96
1183,문용협,여성,151.6,51.1,B형,19531208,010-1852-3329,ct8kjc,naver.com,무교,성균관대학교,인문,0.74
1184,노성훈,여성,150.9,57.5,A형,19480809,010-5374-9612,nprt8p,gmail.com,불교,KAIST,법학,1.63
1186,박훈지,남성,166.9,72.3,O형,19510621,010-3587-6599,bewlqxsac0,daum.net,무교,감리교신학대학교,공학,2.14
1188,차준영,남성,157.5,53.8,O형,19880825,010-0765-8331,kuunqp,daum.net,천주교,장로회신학대학교,인문,0.22
1192,김희택,여성,154.3,50.0,B형,19501114,010-4138-8692,qskft6,yahoo.com,무교,서울교육대학교,사회,1.62
1195,이우지,여성,151.8,58.2,A형,19961220,010-0983-5609,nv0uwki16f,gmail.com,기독교,이화여자대학,예체능,3.45
1197,방택영,여성,158.8,50.2,A형,19550806,010-8346-7907,gno7lwciekoi,naver.com,불교,동덕여자대학교,예체능,4.01
1199,김서우,여성,154.6,53.9,O형,19790105,010-3107-4150,nv9cqs,naver.com,기독교,서울여자대학교,법학,3.95
1201,홍서상,여성,145.5,53.3,A형,19750222,010-2209-4105,uvzj9aogtazz,gmail.com,천주교,서울여자대학교,자연,0.8
1202,이서희,남성,172.0,69.5,A형,19531111,010-7936-9162,btscni9,gmail.com,기독교,성균관대학교,예체능,3.74
1214,고진덕,남성,168.2,71.7,B형,19630511,010-2576-8455,uh53hlim5wn,gmail.com,기독교,한국방송통신대학교,교육,2.05
1216,이용준,남성,171.3,59.4,A형,19871109,010-3978-6355,biko6ewr5,naver.com,천주교,경희대학교,법학,3.38
1217,양정지,여성,153.3,50.0,O형,19700212,010-3098-4996,ukktzgli,daum.net,불교,숭실대학교,자연,0.88
1220,김남지,여성,154.4,50.2,B형,19740302,010-0503-6217,j9jea07rnge,daum.net,기독교,고려대학교,공학,1.61
1225,이우남,남성,177.7,66.5,B형,19550213,010-3634-5598,zu4lvd,naver.com,무교,감리교신학대학교,인문,4.41
1234,김덕영,여성,158.5,53.9,A형,19520829,010-1156-7079,wbekzn,gmail.com,불교,한양대학교,교육,0.86
1237,이지성,남성,172.5,68.3,A형,19690313,010-3329-3011,trv36iz,naver.com,기독교,성신여자대학교,법학,3.39
1240,경은정,남성,174.1,68.1,B형,19670723,010-9982-4808,c2ozx3z5mxnu,gmail.com,불교,상명대학교,예체능,1.66
1243,곽현영,여성,163.4,60.1,A형,19870121,010-9877-6551,am39xksmhbam,yahoo.com,무교,서울대학교,법학,1.97
1245,곽준남,여성,160.5,53.9,A형,19480522,010-0948-2483,onsxcvlk0dn8,daum.net,기독교,고려대학교,공학,2.01
1252,차상은,남성,171.8,65.9,B형,19770105,010-1611-9912,q11esi7urrf,gmail.com,무교,고려대학교,자연,2.75
1254,한지준,남성,179.2,67.8,A형,19791106,010-9889-9098,ghorxx,daum.net,무교,서울대학교,예체능,3.68
1256,남종협,여성,151.8,51.3,A형,19920501,010-1098-2815,ifrp6kun,yahoo.com,기독교,세종대학교,공학,4.43
1260,정훈성,여성,155.8,57.0,O형,19480123,010-9178-5282,bdih9p8p,naver.com,불교,중앙대학교,예체능,4.24
1261,이영정,남성,161.8,69.9,B형,19810922,010-1442-6965,k73g17o239dt,naver.com,무교,성균관대학교,의학,3.42
1267,김진남,여성,157.9,54.5,B형,19611207,010-7162-5604,vthlai6a13nq,yahoo.com,기독교,성공회대학교,자연,2.46
1269,김협용,여성,152.3,58.5,A형,19780112,010-7414-9114,oi4f1wpm,gmail.com,불교,홍익대학교,예체능,2.82
1272,최훈용,여성,149.8,60.7,A형,19580604,010-4250-9126,jd0iyzs2s,yahoo.com,무교,상명대학교,인문,0.41
1274,김석훈,남성,171.4,70.8,B형,19860915,010-4582-1818,bkvrzdaqjk,naver.com,기독교,서강대학교,법학,3.1
1279,조남성,남성,174.9,66.6,AB형,19700917,010-9214-2356,pott5xbc,daum.net,불교,중앙대학교,교육,2.08
1281,김성희,여성,153.8,56.3,A형,19730206,010-8543-6500,nh73a98m6jc,naver.com,무교,성균관대학교,자연,1.37
1287,김희종,남성,170.4,64.8,B형,19721027,010-7425-2480,zyr4flijnkni,gmail.com,무교,KAIST,인문,4.27
1291,류정우,여성,156.0,53.8,B형,19781222,010-0180-7286,twoirb,daum.net,무교,성신여자대학교,인문,0.03
1293,김협준,여성,154.9,53.9,O형,19960713,010-5252-5086,riox1xgya32c5,daum.net,기독교,중앙대학교,예체능,4.02
1294,나영준,여성,162.0,49.9,A형,19960125,010-1139-7190,cgxriprb,yahoo.com,무교,경기대학교,사회,3.91
1296,박덕정,남성,172.8,66.3,B형,19910908,010-3588-7195,tytqkqr0uggpn,gmail.com,무교,장로회신학대학교,사회,3.05
1298,이진남,여성,160.3,59.8,O형,19510512,010-5130-7406,uxo0y3v,naver.com,기독교,서울교육대학교,교육,3.63
1299,윤용지,남성,170.4,61.9,B형,19880227,010-6939-5590,afcf31o,yahoo.com,불교,한국방송통신대학교,자연,3.7
1301,박지석,여성,146.6,61.9,A형,19871014,010-2973-0585,balnh9u0,gmail.com,무교,한국예술종합학교,의학,0.82
1303,홍서준,여성,155.2,56.3,A형,19890904,010-6858-2398,kpkz8jt,daum.net,무교,서울시립대학교,사회,2.56
1308,이준진,여성,160.3,49.2,A형,19720530,010-7172-2720,x6yi9cwye,yahoo.com,기독교,추계예술대학교,자연,2.86
1313,최훈상,여성,161.3,53.7,A형,19950317,010-9366-0559,v3q5fvs8,naver.com,기독교,숙명여자대학교,예체능,1.83
1314,김현희,남성,166.2,57.3,O형,19790923,010-0131-8319,bsfaobx,gmail.com,불교,서울대학교,교육,2.61
1316,송종지,남성,158.2,66.7,AB형,19611022,010-0249-6727,yqez3fxnai,yahoo.com,기독교,광운대학교,교육,2.59
1320,박석종,남성,175.5,60.9,B형,19541201,010-1145-4985,r12rm8l7ofrq,gmail.com,무교,삼육대학교,교육,3.14
1322,윤택영,남성,178.2,64.7,AB형,19610913,010-9046-1733,yqkm42o,gmail.com,불교,한영신학대학교,인문,2.89
1323,이상남,여성,145.9,53.2,O형,19510126,010-5303-6388,ng5xh6uu,yahoo.com,불교,총신대학교,공학,2.61
1324,정종영,여성,160.3,52.4,A형,19920918,010-4856-1980,o9sscnp2,yahoo.com,천주교,세종대학교,교육,3.78
1325,오석협,남성,172.9,71.0,A형,19940129,010-9734-5552,yrz0ceyb5s,daum.net,무교,연세대학교,예체능,3.94
1327,오택종,남성,169.4,73.4,A형,19920315,010-1377-6169,glitwr,naver.com,무교,서강대학교,예체능,1.16
1336,윤준종,여성,154.6,57.9,O형,19670824,010-7496-9426,nbat4ud4lan7h,gmail.com,무교,세종대학교,공학,3.33
1338,송희현,여성,163.5,43.6,A형,19551103,010-2751-6673,z2tessguas,daum.net,무교,장로회신학대학교,교육,3.05
1343,김지협,남성,165.5,64.5,A형,19670404,010-2839-9883,mzmqmexznd,yahoo.com,무교,서울여자대학교,의학,0.02
1344,원석협,여성,152.1,56.9,AB형,19681025,010-8530-0132,vvz435pm77d,naver.com,무교,감리교신학대학교,사회,3.83
1348,곽훈지,여성,158.2,56.9,A형,19800107,010-6829-3979,vsom2bpda2,daum.net,기독교,연세대학교,자연,1.94
1354,백성택,남성,173.6,56.1,O형,19670505,010-5293-0816,irct9grjcjw2u,gmail.com,무교,국민대학교,교육,2.05
1357,조정희,남성,169.4,63.8,B형,19560707,010-0400-3084,vglnic,naver.com,무교,숙명여자대학교,사회,1.04
1362,강상종,남성,169.7,73.5,AB형,19760412,010-4613-4626,mzn5yimoa7o,naver.com,불교,가톨릭대학교,공학,3.1
1363,강용석,남성,170.9,64.9,O형,19770508,010-5617-4573,dq4p8ol00j0s,yahoo.com,기독교,숙명여자대학교,사회,4.33
1368,김현석,남성,172.2,69.3,A형,19901227,010-5603-0572,zdvhwlhql7fd,yahoo.com,천주교,감리교신학대학교,자연,0.93
1372,박훈남,여성,152.6,53.1,O형,19700112,010-4664-3070,kkuo33m2hary,gmail.com,천주교,동국대학교,교육,1.8
1381,전서진,여성,151.7,59.5,A형,19740615,010-5452-8397,p44xqyqx1,naver.com,천주교,경희대학교,자연,1.11
1390,김협서,여성,160.8,57.3,O형,19930613,010-1562-8333,pd8hll6dwor4,naver.com,기독교,광운대학교,사회,1.42
1391,신정준,남성,174.9,69.7,B형,19910430,010-8001-5699,qfy71s9srx60,gmail.com,천주교,숭실대학교,인문,2.81
1393,권용서,남성,168.5,65.2,O형,19931114,010-1379-6841,wjq48b,daum.net,불교,경기대학교,교육,2.09
1395,박은준,여성,162.9,55.6,B형,19801207,010-6210-8926,o1htzjtxo,yahoo.com,불교,숙명여자대학교,사회,3.78
1401,한정상,여성,153.7,55.7,O형,19541226,010-8642-3565,afbnwtw2,yahoo.com,불교,감리교신학대학교,의학,2.47
1403,정훈종,여성,159.7,57.5,O형,19750313,010-5169-7868,bgh4l7lk,yahoo.com,불교,한국성서대학교,예체능,3.72
1408,이준진,여성,156.1,53.6,B형,19850509,010-2108-1656,neqyttpyof,daum.net,무교,한국예술종합학교,사회,2.26
1418,최종상,여성,154.4,56.8,AB형,19810510,010-1371-3665,kgt2ih6v59w,gmail.com,무교,중앙대학교,교육,4.07
1421,오훈종,여성,160.1,52.1,A형,19870607,010-7468-0204,hpxbv44zv,gmail.com,무교,장로회신학대학교,자연,0.12
1427,윤지은,남성,172.5,67.1,A형,19850725,010-5079-7788,ayw5vru,yahoo.com,무교,가톨릭대학교,공학,2.97
1435,최남덕,남성,171.1,63.7,O형,19510303,010-4624-1658,ruyy0723u,gmail.com,천주교,동덕여자대학교,사회,4.5
1436,이영상,남성,173.0,67.9,AB형,19941121,010-0647-9626,lbf01y33xw,daum.net,기독교,성공회대학교,공학,0.98
1440,이준용,여성,152.4,49.9,A형,19890623,010-0913-5397,kbfgs3nj9,yahoo.com,무교,한영신학대학교,의학,2.7
1443,채우성,여성,158.5,58.0,B형,19761022,010-6450-3040,sbwrz6,naver.com,무교,한국방송통신대학교,자연,0.69
1444,신희훈,여성,148.6,54.8,AB형,19850615,010-2079-1803,b1myic5o6nkq,yahoo.com,무교,성균관대학교,예체능,3.69
1448,권종희,여성,159.0,51.8,A형,19900121,010-4455-9036,xyog3wj8l,gmail.com,천주교,삼육대학교,공학,0.04
1460,김준은,여성,154.0,59.4,O형,19831212,010-8879-5713,g9rch9,naver.com,기독교,한성대학교,법학,1.38
1464,성현준,남성,166.2,64.2,B형,19610116,010-6110-8441,kg8ifzloc01i3,yahoo.com,기독교,서울시립대학교,인문,1.21
1469,김용지,여성,155.2,58.0,AB형,19600628,010-1270-1149,wnlvu5,yahoo.com,무교,연세대학교,의학,4.27
1472,김현준,남성,177.0,68.0,B형,19550612,010-2436-3183,m62eycmo3ht4,daum.net,천주교,경희대학교,공학,2.71
