이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,불교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,gmail.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,gmail.com,기독교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,천주교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,naver.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,daum.net,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,gmail.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,daum.net,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,yahoo.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,daum.net,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,daum.net,무교
김**,여성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,무교
류**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,무교
류**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,기독교
류**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,daum.net,천주교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,천주교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,gmail.com,기독교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,yahoo.com,기독교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,gmail.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,gmail.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,gmail.com,불교
박**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,naver.com,불교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,gmail.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,불교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,naver.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,daum.net,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,천주교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,yahoo.com,무교
이**,남성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,daum.net,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,daum.net,불교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,천주교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,불교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,천주교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,yahoo.com,천주교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,naver.com,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,yahoo.com,불교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,무교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,기독교
이**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,기독교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,yahoo.com,불교
이**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
임**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
임**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,무교
임**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,yahoo.com,불교
장**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,naver.com,기독교
장**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,gmail.com,기독교
장**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,천주교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,gmail.com,불교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,무교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,yahoo.com,무교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,yahoo.com,무교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,불교
정**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,daum.net,무교
조**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
조**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,yahoo.com,기독교
조**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,daum.net,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,yahoo.com,기독교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,naver.com,불교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,yahoo.com,무교
최**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1948-*****,*********,*************,yahoo.com,불교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1948-*****,*********,*************,naver.com,불교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1948-*****,*********,*************,gmail.com,기독교
최**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,naver.com,무교
최**,여성,"[160.0, 170.0[","[41.2, 84.3[",A형,1948-*****,*********,*************,daum.net,불교
강**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,naver.com,기독교
강**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,무교
강**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,불교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,yahoo.com,불교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,yahoo.com,기독교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,yahoo.com,무교
김**,여성,"[140.0, 150.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,naver.com,불교
김**,남성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,gmail.com,천주교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,naver.com,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,naver.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,불교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,무교
김**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,yahoo.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,yahoo.com,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,yahoo.com,불교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,daum.net,무교
김**,여성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,gmail.com,무교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,naver.com,기독교
김**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,gmail.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,yahoo.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,naver.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,gmail.com,천주교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,yahoo.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,gmail.com,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,yahoo.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,naver.com,불교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,무교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,기독교
김**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,무교
박**,남성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,naver.com,무교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,naver.com,기독교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,yahoo.com,불교
박**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,gmail.com,무교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,gmail.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,naver.com,기독교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,불교
박**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,naver.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,naver.com,불교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,naver.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,gmail.com,기독교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,gmail.com,무교
박**,남성,"[170.0, 180.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,무교
신**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,기독교
신**,남성,"[160.0, 170.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,무교
신**,남성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,무교
신**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,yahoo.com,무교
윤**,남성,"[170.0, 180.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,gmail.com,기독교
윤**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,gmail.com,기독교
윤**,남성,"[170.0, 180.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,gmail.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,naver.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,gmail.com,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,naver.com,기독교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",A형,1949-*****,*********,*************,daum.net,불교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,yahoo.com,무교
이**,여성,"[150.0, 160.0[","[41.2, 84.3[",AB형,1949-*****,*********,*************,yahoo.com,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",B형,1949-*****,*********,*************,daum.net,무교
이**,여성,"[160.0, 170.0[","[41.2, 84.3[",O형,1949-*****,*********,*************,daum.net,무교
